a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,m11,n12,o13,p14,q15,r16,s17,s18,t19,
505,mstr,28881980,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28940545,,,,,506,506,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
506,mstr,28940545,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28999110,,,,,507,507,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
507,mstr,28999110,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29057675,,,,,508,508,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
508,mstr,29057675,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29116240,,,,,509,509,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
509,mstr,29116240,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29174805,,,,,510,510,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
510,mstr,29174805,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29233370,,,,,511,511,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
511,mstr,29233370,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29291935,,,,,512,512,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
512,mstr,29291935,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29350500,,,,,513,513,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
513,mstr,29350500,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29409065,,,,,514,514,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
514,mstr,29409065,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29467630,,,,,515,515,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
515,mstr,29467630,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29526195,,,,,516,516,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
516,mstr,29526195,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29584760,,,,,517,517,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
517,mstr,29584760,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29643325,,,,,518,518,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
518,mstr,29643325,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29701890,,,,,519,519,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
519,mstr,29701890,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29760455,,,,,520,520,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
520,mstr,29760455,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29819020,,,,,521,521,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
521,mstr,29819020,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29877585,,,,,522,522,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
522,mstr,29877585,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29936150,,,,,523,523,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
523,mstr,29936150,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29994715,,,,,524,524,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
524,mstr,29994715,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30053280,,,,,525,525,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
525,mstr,30053280,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30111845,,,,,526,526,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
526,mstr,30111845,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30170410,,,,,527,527,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
527,mstr,30170410,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30228975,,,,,528,528,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
528,mstr,30228975,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30287540,,,,,529,529,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
529,mstr,30287540,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30346105,,,,,530,530,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
530,mstr,30346105,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30404670,,,,,531,531,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
531,mstr,30404670,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30463235,,,,,532,532,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
532,mstr,30463235,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30521800,,,,,533,533,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
533,mstr,30521800,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30580365,,,,,534,534,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
534,mstr,30580365,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30638930,,,,,535,535,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
535,mstr,30638930,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30697495,,,,,536,536,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
536,mstr,30697495,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30756060,,,,,537,537,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
537,mstr,30756060,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30814625,,,,,538,538,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
538,mstr,30814625,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30873190,,,,,539,539,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
539,mstr,30873190,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30931755,,,,,540,540,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
540,mstr,30931755,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30990320,,,,,541,541,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
541,mstr,30990320,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31048885,,,,,542,542,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
542,mstr,31048885,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31107450,,,,,543,543,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
543,mstr,31107450,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31166015,,,,,544,544,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
544,mstr,31166015,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31224580,,,,,545,545,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
545,mstr,31224580,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31283145,,,,,546,546,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
546,mstr,31283145,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31341710,,,,,547,547,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
547,mstr,31341710,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31400275,,,,,548,548,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
548,mstr,31400275,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31458840,,,,,549,549,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
549,mstr,31458840,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31517405,,,,,550,550,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
550,mstr,31517405,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31575970,,,,,551,551,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
551,mstr,31575970,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31634535,,,,,552,552,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
552,mstr,31634535,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31693100,,,,,553,553,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
553,mstr,31693100,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31751665,,,,,554,554,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
554,mstr,31751665,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31810230,,,,,555,555,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
555,mstr,31810230,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31868795,,,,,556,556,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
556,mstr,31868795,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31927360,,,,,557,557,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
557,mstr,31927360,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31985925,,,,,558,558,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
558,mstr,31985925,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32044490,,,,,559,559,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
559,mstr,32044490,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32103055,,,,,560,560,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
560,mstr,32103055,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32161620,,,,,561,561,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
561,mstr,32161620,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32220185,,,,,562,562,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
562,mstr,32220185,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32278750,,,,,563,563,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
563,mstr,32278750,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32337315,,,,,564,564,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
564,mstr,32337315,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32395880,,,,,565,565,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
565,mstr,32395880,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32454445,,,,,566,566,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
566,mstr,32454445,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32513010,,,,,567,567,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
567,mstr,32513010,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32571575,,,,,568,568,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
568,mstr,32571575,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32630140,,,,,569,569,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
569,mstr,32630140,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32688705,,,,,570,570,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
570,mstr,32688705,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32747270,,,,,571,571,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
571,mstr,32747270,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32805835,,,,,572,572,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
572,mstr,32805835,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32864400,,,,,573,573,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
573,mstr,32864400,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32922965,,,,,574,574,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
574,mstr,32922965,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32981530,,,,,575,575,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
575,mstr,32981530,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33040095,,,,,576,576,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
576,mstr,33040095,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33098660,,,,,577,577,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
577,mstr,33098660,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33157225,,,,,578,578,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
578,mstr,33157225,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33215790,,,,,579,579,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
579,mstr,33215790,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33274355,,,,,580,580,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
580,mstr,33274355,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33332920,,,,,581,581,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
581,mstr,33332920,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33391485,,,,,582,582,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
582,mstr,33391485,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33450050,,,,,583,583,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
583,mstr,33450050,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33508615,,,,,584,584,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
584,mstr,33508615,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33567180,,,,,585,585,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
585,mstr,33567180,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33625745,,,,,586,586,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
586,mstr,33625745,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33684310,,,,,587,587,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
587,mstr,33684310,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33742875,,,,,588,588,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
588,mstr,33742875,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33801440,,,,,589,589,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
589,mstr,33801440,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33860005,,,,,590,590,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
590,mstr,33860005,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33918570,,,,,591,591,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
591,mstr,33918570,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33977135,,,,,592,592,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
592,mstr,33977135,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34035700,,,,,593,593,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
593,mstr,34035700,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34094265,,,,,594,594,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
594,mstr,34094265,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34152830,,,,,595,595,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
595,mstr,34152830,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34211395,,,,,596,596,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
596,mstr,34211395,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34269960,,,,,597,597,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
597,mstr,34269960,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34328525,,,,,598,598,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
598,mstr,34328525,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34387090,,,,,599,599,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
599,mstr,34387090,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34445655,,,,,600,600,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
600,mstr,34445655,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34504220,,,,,601,601,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
601,mstr,34504220,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34562785,,,,,602,602,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
602,mstr,34562785,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34621350,,,,,603,603,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
603,mstr,34621350,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34679915,,,,,604,604,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
604,mstr,34679915,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34738480,,,,,605,605,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
605,mstr,34738480,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34797045,,,,,606,606,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
606,mstr,34797045,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34855610,,,,,607,607,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
607,mstr,34855610,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34914175,,,,,608,608,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
608,mstr,34914175,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34972740,,,,,609,609,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
609,mstr,34972740,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35031305,,,,,610,610,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
610,mstr,35031305,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35089870,,,,,611,611,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
611,mstr,35089870,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35148435,,,,,612,612,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
612,mstr,35148435,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35207000,,,,,613,613,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
613,mstr,35207000,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35265565,,,,,614,614,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
614,mstr,35265565,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35324130,,,,,615,615,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
615,mstr,35324130,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35382695,,,,,616,616,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
616,mstr,35382695,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35441260,,,,,617,617,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
617,mstr,35441260,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35499825,,,,,618,618,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
618,mstr,35499825,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35558390,,,,,619,619,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
619,mstr,35558390,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35616955,,,,,620,620,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
620,mstr,35616955,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35675520,,,,,621,621,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
621,mstr,35675520,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35734085,,,,,622,622,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
622,mstr,35734085,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35792650,,,,,623,623,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
623,mstr,35792650,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35851215,,,,,624,624,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
624,mstr,35851215,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35909780,,,,,625,625,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
625,mstr,35909780,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35968345,,,,,626,626,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
626,mstr,35968345,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36026910,,,,,627,627,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
627,mstr,36026910,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36085475,,,,,628,628,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
628,mstr,36085475,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36144040,,,,,629,629,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
629,mstr,36144040,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36202605,,,,,630,630,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
