model,category,-idIndex,primaryid,collision,transient override,-lobmodel,viewmodel,-worldmat,-viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel,
rus_class_nguyen_gasmask_base,eyewear,,59,0,eyewear,,,,,nguyen,!scarf,,,,,,,,
rus_class_alfakey_gasmask_base,eyewear,,59,0,eyewear,,,,,alfakey,!scarf,,,,,,,,
rus_class_tab_gasmask_base,eyewear,,59,0,eyewear,,,,,tab,!scarf,,,,,,,,
rus_class_joyce_gasmask_base,eyewear,,59,0,eyewear,,,,,joyce,!scarf,,,,,,,,
usa_sca_younger_mask_base,eyewear,,63,0,eyewear,,,,,younger,!scarf,,,,,,,,
usa_sca_alfakey_mask_base,eyewear,,63,0,eyewear,,,,,alfakey,!scarf,,,,,,,,
usa_sca_clark_mask_base,eyewear,,63,0,eyewear,,,,,clark,!scarf,,,,,,,,
usa_sca_elliot_mask_base,eyewear,,63,0,eyewear,,,,,elliot,!scarf,,,,,,,,
usa_sca_habhab_mask_base,eyewear,,63,0,eyewear,,,,,habhab,!scarf,,,,,,,,
usa_sca_joyce_mask_base,eyewear,,63,0,eyewear,,,,,joyce,!scarf,,,,,,,,
usa_sca_king_mask_base,eyewear,,63,0,eyewear,,,,,king,!scarf,,,,,,,,
usa_sca_mano_mask_base,eyewear,,63,0,eyewear,,,,,mano,!scarf,,,,,,,,
usa_sca_nguyen_mask_base,eyewear,,63,0,eyewear,,,,,nguyen,!scarf,,,,,,,,
usa_sca_silva_mask_base,eyewear,,63,0,eyewear,,,,,silva,!scarf,,,,,,,,
usa_sca_starcher_mask_base,eyewear,,63,0,eyewear,,,,,starcher,!scarf,,,,,,,,
usa_sca_tab_mask_base,eyewear,,63,0,eyewear,,,,,tab,!scarf,,,,,,,,
usa_m_infantrya_base,gear,,1,0,gear,,,,,!female,,,,,,,,,
usa_f_infantrya_base,gear,,1,0,gear,,,,,female,,,,,,,,,
usa_m_parapack_base,gear,,3,0,gear,,,,,!female,,,,,,,,,
usa_f_parapack_base,gear,,3,0,gear,,,,,female,,,,,,,,,
usa_m_s1parachute_base,gear,,4,0,gear,,,,,!female,,,,,,,,,
usa_m_s1parachute_base,gear,,4,0,gear,,,,,female,,,,,,,,,
usa_f_nursepack_base,gear,,5,0,Gear,,,,,female,,,,,,,,,
usa_m_nursepack_base,gear,,5,0,Gear,,,,,!female,,,,,,,,,
usa_f_yukonpack_base,gear,,6,0,gear,,,,,female,,,,,,,,,
usa_m_yukonpack_base,gear,,6,0,gear,,,,,!female,,,,,,,,,
usa_f_weldpack_base,gear,,7,0,Gear,,,,,female,,,,,,,,,
usa_m_weldpack_base,gear,,7,0,Gear,,,,,!female,,,,,,,,,
usa_m_talkerpack_base,gear,,8,0,Gear,,,,,!female,,,,,,,,,
usa_f_talkerpack_base,gear,,8,0,Gear,,,,,female,,,,,,,,,
eng_m_1908packsmb_base,gear,,9,0,none,,,,,!female,,,,,,,,,
eng_f_1908packsmb_base,gear,,9,0,gear,,,,,female,,,,,,,,,
eng_m_18radio_base,gear,,10,0,gear,,,,,!female,,,,,,,,,
eng_f_18radio_base,gear,,10,0,gear,,,,,female,,,,,,,,,
eng_f_rmcpack_base,gear,,11,0,Gear,,,,,female,,,,,,,,,
eng_m_rmcpack_base,gear,,11,0,Gear,,,,,!female,,,,,,,,,
net_f_infantry_base,gear,,12,0,gear,,,,,female,,,,,,,,,
net_m_infantry_base,gear,,12,0,gear,,,,,!female,,,,,,,,,
can_m_ghilliepack_base,gear,,13,0,gear,,,,,!female,,,,,,,,,
can_f_ghilliepack_base,gear,,13,0,gear,,,,,female,,,,,,,,,
can_f_blackwatch_base,gear,,14,0,Gear,,,,,female,,,,,,,,,
can_m_blackwatch_base,gear,,14,0,Gear,,,,,!female,,,,,,,,,
fra_f_resistance_pack_base,gear,,15,0,Gear,,,,,female,,,,,,,,,
fra_m_resistance_pack_base,gear,,15,0,Gear,,,,,!female,,,,,,,,,
fra_m_medpack_base,gear,,16,0,gear,,,,,!female,,,,,,,,,
fra_f_medpack_base,gear,,16,0,gear,,,,,female,,,,,,,,,
rus_f_navalpack_base,gear,,17,0,gear,,,,,female,,,,,,,,,
rus_m_navalpack_base,gear,,17,0,gear,,,,,!female,,,,,,,,,
rus_f_infantry_base,gear,,18,0,gear,,,,,!female,,,,,,,,,
rus_m_infantry_base,gear,,18,0,gear,,,,,female,,,,,,,,,
rus_m_sapper_base,gear,,19,0,gear,,,,,!female,,,,,,,,,
rus_f_sapper_base,gear,,19,0,gear,,,,,female,,,,,,,,,
rus_m_sniper_base,gear,,20,0,gear,,,,,!female,,,,,,,,,
rus_f_sniper_base,gear,,20,0,gear,,,,,female,,,,,,,,,
usa_m_winterpack_base,gear,,21,0,gear,,,,,!female,,,,,,,,,
usa_f_winterpack_base,gear,,21,0,gear,,,,,female,,,,,,,,,
pol_f_winpack_base,gear,,22,0,Gear,,,,,female,,,,,,,,,
pol_m_winpack_base,gear,,22,0,Gear,,,,,!female,,,,,,,,,
usa_m_backpack_win_base,gear,,23,0,Gear,,,,,!female,,,,,,,,,
usa_f_backpack_win_base,gear,,23,0,Gear,,,,,female,,,,,,,,,
rus_f_winpack_base,gear,,24,0,Gear,,,,,female,,,,,,,,,
rus_m_winpack_base,gear,,24,0,Gear,,,,,!female,,,,,,,,,
eng_f_winter_pack_base,gear,,25,0,Gear,,,,,female,,,,,,,,,
eng_m_winter_pack_base,gear,,25,0,Gear,,,,,!female,,,,,,,,,
eng_f_parachute_base,gear,,26,0,Gear,,,,,female,,,,,,,,,
eng_m_parachute_base,gear,,26,0,Gear,,,,,!female,,,,,,,,,
ita_f_resistpack_base,gear,,28,0,Gear,,,,,female,,,,,,,,,
ita_m_resistpack_base,gear,,28,0,Gear,,,,,!female,,,,,,,,,
den_f_resistpack_base,gear,,29,0,Gear,,,,,female,,,,,,,,,
den_m_resistpack_base,gear,,29,0,Gear,,,,,!female,,,,,,,,,
pol_m_resistpack_base,gear,,30,0,Gear,,,,,!female,,,,,,,,,
pol_f_resistpack_base,gear,,30,0,Gear,,,,,female,,,,,,,,,
rus_m_resacco_base,gear,,35,0,gear,,,,,female,,,,,,,,,
rus_m_resacco_base,gear,,35,0,gear,,,,,!female,,,,,,,,,
fra_m_esc_pack_base,gear,,38,0,gear,,,,,!female,,,,,,,,,
fra_f_esc_pack_base,gear,,38,0,gear,,,,,female,,,,,,,,,
zmp_f_mountaineer_pack_base,gear,,43,0,gear,,,,,female,,,,,,,,,
zmp_m_mountaineer_pack_base,gear,,43,0,gear,,,,,!female,,,,,,,,,
zmp_f_hunter_pack_base,gear,,44,0,gear,,,,,female,,,,,,,,,
zmp_m_hunter_pack_base,gear,,44,0,gear,,,,,!female,,,,,,,,,
zmp_f_assassin_pack_base,gear,,46,0,gear,,,,,female,,,,,,,,,
zmp_m_assassin_pack_base,gear,,46,0,gear,,,,,!female,,,,,,,,,
eng_m_heavy_backpack_base,gear,,53,0,gear,,,,,!female,,,,,,,,,
eng_f_heavy_backpack_base,gear,,53,0,gear,,,,,female,,,,,,,,,
usa_m_semi_military_pack_base,gear,,54,0,gear,,,,,!female,,,,,,,,,
usa_f_semi_military_pack_base,gear,,54,0,gear,,,,,female,,,,,,,,,
eng_f_twitch_pack_base,gear,,56,0,gear,,,,,female,,,,,,,,,
eng_m_twitch_pack_base,gear,,56,0,gear,,,,,!female,,,,,,,,,
eng_f_medic_backpack_base,gear,,58,0,gear,,,,,female,,,,,,,,,
eng_m_medic_backpack_base,gear,,58,0,gear,,,,,!female,,,,,,,,,
rus_f_classified_gear_base,gear,,59,0,gear,,,,,female,,,,,,,,,
rus_m_classified_gear_base,gear,,59,0,gear,,,,,!female,,,,,,,,,
usa_f_reaper_gear_base,gear,,62,0,gear,,,,,female,,,,,,,,,
usa_m_reaper_gear_base,gear,,62,0,gear,,,,,!female,,,,,,,,,
usa_silva_m43helmet_base,hat,,1,0,hat,,,,,silva,,,,,,,,,
usa_king_m43helmet_base,hat,,1,0,hat,,,,,king,,,,,,,,,
usa_habhab_m43helmet_base,hat,,1,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m43helmet_base,hat,,1,0,hat,,,,,younger,,,,,,,,,
usa_balthazar_m43helmet_base,hat,,1,0,hat,,,,,starcher,,,,,,,,,
usa_habhab_m43helmet_base,hat,,1,0,hat,,,,,clark,,,,,,,,,
usa_habhab_m43helmet_base,hat,,1,0,hat,,,,,mano,,,,,,,,,
usa_habhab_m43helmet_base,hat,,1,0,hat,,,,,tab,,,,,,,,,
usa_silva_m43helmet_base,hat,,1,0,hat,,,,,alfakey,,,,,,,,,
usa_balthazar_m43helmet_base,hat,,1,0,hat,,,,,elliot,,,,,,,,,
usa_silva_m43helmet_base,hat,,1,0,hat,,,,,nguyen,,,,,,,,,
usa_younger_m43helmet_base,hat,,1,0,hat,,,,,joyce,,,,,,,,,
usa_king_m1para_base,hat,,3,0,hat,,,,,!female,,,,,,,,,
usa_silva_m1para_base,hat,,3,0,hat,,,,,female,,,,,,,,,
usa_habhab_typechelmet_base,hat,,4,0,hat,,,,,habhab,,,,,,,,,
usa_silva_typechelmet_base,hat,,4,0,hat,,,,,silva,,,,,,,,,
usa_king_typechelmet_base,hat,,4,0,hat,,,,,king,,,,,,,,,
usa_younger_typechelmet_base,hat,,4,0,hat,,,,,younger,,,,,,,,,
usa_starcher_typechelmet_base,hat,,4,0,hat,,,,,starcher,,,,,,,,,
usa_tab_typechelmet_base,hat,,4,0,hat,,,,,tab,,,,,,,,,
usa_clark_typechelmet_base,hat,,4,0,hat,,,,,clark,,,,,,,,,
usa_mano_typechelmet_base,hat,,4,0,hat,,,,,mano,,,,,,,,,
usa_gomez_typechelmet_base,hat,,4,0,hat,,,,,nguyen,,,,,,,,,
usa_balthazar_typechelmet_base,hat,,4,0,hat,,,,,elliot,,,,,,,,,
usa_alfakey_typechelmet_base,hat,,4,0,hat,,,,,alfakey,,,,,,,,,
usa_joyce_typechelmet_base,hat,,4,0,hat,,,,,joyce,,,,,,,,,
usa_m1helmet_king_anc_base,hat,,5,0,hat,,,,,king,,,,,,,,,
usa_m1helmet_habhab_anc_base,hat,,5,0,hat,,,,,habhab,,,,,,,,,
usa_m1helmet_younger_anc_base,hat,,5,0,hat,,,,,younger,,,,,,,,,
usa_silva_anccap_base,hat,,5,0,hat,,,,,silva,,,,,,,,,
usa_m1helmet_habhab_anc_base,hat,,5,0,hat,,,,,clark,,,,,,,,,
usa_m1helmet_habhab_anc_base,hat,,5,0,hat,,,,,tab,,,,,,,,,
usa_starcher_anccap_base,hat,,5,0,hat,,,,,starcher,,,,,,,,,
usa_m1helmet_habhab_anc_base,hat,,5,0,hat,,,,,mano,,,,,,,,,
usa_gomez_anccap_base,hat,,5,0,hat,,,,,nguyen,,,,,,,,,
usa_balthazar_anccap_base,hat,,5,0,hat,,,,,elliot,,,,,,,,,
usa_alfakey_anccap_base,hat,,5,0,hat,,,,,alfakey,,,,,,,,,
usa_m1helmet_younger_anc_base,hat,,5,0,hat,,,,,joyce,,,,,,,,,
usa_silva_m38helmet_base,hat,,6,0,hat,,,,,silva,,,,,,,,,
usa_king_m38helmet_base,hat,,6,0,hat,,,,,king,,,,,,,,,
usa_habhab_m38helmet_base,hat,,6,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m38helmet_base,hat,,6,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m38helmet_base,hat,,6,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m38helmet_base,hat,,6,0,hat,,,,,clark,,,,,,,,,
usa_tab_m38helmet_base,hat,,6,0,hat,,,,,tab,,,,,,,,,
usa_mano_m38helmet_base,hat,,6,0,hat,,,,,mano,,,,,,,,,
usa_balthazar_m38helmet_base,hat,,6,0,hat,,,,,elliot,,,,,,,,,
usa_gomez_m38helmet_base,hat,,6,0,hat,,,,,nguyen,,,,,,,,,
usa_alfakey_m38helmet_base,hat,,6,0,hat,,,,,alfakey,,,,,,,,,
usa_joyce_m38helmet_base,hat,,6,0,hat,,,,,joyce,,,,,,,,,
usa_silva_bandana_base,hat,,7,0,Hat,,,,,silva,,,,,,,,,
usa_starcher_bandana_base,hat,,7,0,Hat,,,,,starcher,,,,,,,,,
usa_balthazar_bandana_base,hat,,7,0,Hat,,,,,elliot,,,,,,,,,
usa_gomez_bandana_base,hat,,7,0,Hat,,,,,nguyen,,,,,,,,,
usa_alfakey_bandana_base,hat,,7,0,Hat,,,,,alfakey,,,,,,,,,
usa_king_mk2helm_base,hat,,8,0,Hat,,,,,!female,,,,,,,,,
usa_silva_mk2helm_base,hat,,8,0,Hat,,,,,silva,,,,,,,,,
usa_starcher_mk2helm_base,hat,,8,0,Hat,,,,,starcher,,,,,,,,,
usa_balthazar_mk2helm_base,hat,,8,0,Hat,,,,,elliot,,,,,,,,,
usa_gomez_mk2helm_base,hat,,8,0,Hat,,,,,nguyen,,,,,,,,,
usa_alfakey_mk2helm_base,hat,,8,0,Hat,,,,,alfakey,,,,,,,,,
eng_younger_brodiehelmet_base,hat,,9,0,none,,,,,younger,,,,,,,,,
eng_king_brodiehelmet_base,hat,,9,0,hat,,,,,king,,,,,,,,,
eng_habhab_brodiehelmet_base,hat,,9,0,hat,,,,,habhab,,,,,,,,,
eng_silva_brodiehelmet_base,hat,,9,0,hat,,,,,silva,,,,,,,,,
eng_starcher_brodiehelmet_base,hat,,9,0,hat,,,,,starcher,,,,,,,,,
eng_clark_brodiehelmet_base,hat,,9,0,hat,,,,,clark,,,,,,,,,
eng_tab_brodiehelmet_base,hat,,9,0,hat,,,,,tab,,,,,,,,,
eng_mano_brodiehelmet_base,hat,,9,0,hat,,,,,mano,,,,,,,,,
eng_balthazar_brodiehelmet_base,hat,,9,0,hat,,,,,elliot,,,,,,,,,
eng_gomez_brodiehelmet_base,hat,,9,0,hat,,,,,nguyen,,,,,,,,,
eng_joyce_brodiehelmet_base,hat,,9,0,hat,,,,,joyce,,,,,,,,,
eng_alfakey_brodiehelmet_base,hat,,9,0,hat,,,,,alfakey,,,,,,,,,
eng_king_atscap_base,hat,,10,0,hat,,,,,king,,,,,,,,,
eng_habhab_atscap_base,hat,,10,0,hat,,,,,habhab,,,,,,,,,
eng_younger_atscap_base,hat,,10,0,hat,,,,,younger,,,,,,,,,
eng_silva_atscap_base,hat,,10,0,hat,,,,,silva,,,,,,,,,
eng_starcher_atscap_base,hat,,10,0,hat,,,,,starcher,,,,,,,,,
eng_clark_atscap_base,hat,,10,0,hat,,,,,clark,,,,,,,,,
eng_tab_atscap_base,hat,,10,0,hat,,,,,tab,,,,,,,,,
eng_mano_atscap_base,hat,,10,0,hat,,,,,mano,,,,,,,,,
eng_balthazar_atscap_base,hat,,10,0,hat,,,,,elliot,,,,,,,,,
eng_gomez_atscap_base,hat,,10,0,hat,,,,,nguyen,,,,,,,,,
eng_alfakey_atscap_base,hat,,10,0,hat,,,,,alfakey,,,,,,,,,
eng_joyce_atscap_base,hat,,10,0,hat,,,,,joyce,,,,,,,,,
eng_king_beret_base,hat,,11,0,hat,,,,,king,,,,,,,,,
eng_habhab_beret_base,hat,,11,0,hat,,,,,habhab,,,,,,,,,
eng_younger_beret_base,hat,,11,0,hat,,,,,younger,,,,,,,,,
eng_silva_beret_base,hat,,11,0,hat,,,,,silva,,,,,,,,,
eng_starcher_beret_base,hat,,11,0,hat,,,,,starcher,,,,,,,,,
eng_tab_beret_base,hat,,11,0,hat,,,,,tab,,,,,,,,,
eng_clark_beret_base,hat,,11,0,hat,,,,,clark,,,,,,,,,
eng_mano_beret_base,hat,,11,0,hat,,,,,mano,,,,,,,,,
eng_gomez_beret_base,hat,,11,0,hat,,,,,nguyen,,,,,,,,,
eng_balthazar_beret_base,hat,,11,0,hat,,,,,elliot,,,,,,,,,
eng_alfakey_beret_base,hat,,11,0,hat,,,,,alfakey,,,,,,,,,
eng_joyce_beret_base,hat,,11,0,hat,,,,,joyce,,,,,,,,,
net_silva_m34helmet_base,hat,,12,0,hat,,,,,silva,,,,,,,,,
net_king_m34helmet_base,hat,,12,0,hat,,,,,king,,,,,,,,,
net_starcher_m34helmet_base,hat,,12,0,hat,,,,,starcher,,,,,,,,,
net_habhab_m34helmet_base,hat,,12,0,hat,,,,,habhab,,,,,,,,,
net_clark_m34helmet_base,hat,,12,0,hat,,,,,clark,,,,,,,,,
net_younger_m34helmet_base,hat,,12,0,hat,,,,,younger,,,,,,,,,
net_tab_m34helmet_base,hat,,12,0,hat,,,,,tab,,,,,,,,,
net_mano_m34helmet_base,hat,,12,0,hat,,,,,mano,,,,,,,,,
net_balthazar_m34helmet_base,hat,,12,0,hat,,,,,elliot,,,,,,,,,
net_alfakey_m34helmet_base,hat,,12,0,hat,,,,,alfakey,,,,,,,,,
net_joyce_m34helmet_base,hat,,12,0,hat,,,,,joyce,,,,,,,,,
net_gomez_m34helmet_base,hat,,12,0,hat,,,,,nguyen,,,,,,,,,
can_king_ghilliehelm_base,hat,,13,0,hat,,,,,!female,,,,,,,,,
can_silva_ghilliehelm_base,hat,,13,0,hat,,,,,female,,,,,,,,,
eng_king_tamcap_base,hat,,14,0,hat,,,,,king,,,,,,,,,
eng_habhab_tamcap_base,hat,,14,0,hat,,,,,habhab,,,,,,,,,
eng_younger_tamcap_base,hat,,14,0,hat,,,,,younger,,,,,,,,,
eng_silva_tamcap_base,hat,,14,0,hat,,,,,silva,,,,,,,,,
eng_starcher_tamcap_base,hat,,14,0,hat,,,,,starcher,,,,,,,,,
eng_clark_tamcap_base,hat,,14,0,hat,,,,,clark,,,,,,,,,
eng_tab_tamcap_base,hat,,14,0,hat,,,,,tab,,,,,,,,,
eng_mano_tamcap_base,hat,,14,0,hat,,,,,mano,,,,,,,,,
eng_gomez_tamcap_base,hat,,14,0,hat,,,,,nguyen,,,,,,,,,
eng_alfakey_tamcap_base,hat,,14,0,hat,,,,,alfakey,,,,,,,,,
eng_joyce_tamcap_base,hat,,14,0,hat,,,,,joyce,,,,,,,,,
eng_balthazar_tamcap_base,hat,,14,0,hat,,,,,elliot,,,,,,,,,
fra_king_beret_base,hat,,15,0,hat,,,,,king,,,,,,,,,
fra_habhab_beret_base,hat,,15,0,hat,,,,,habhab,,,,,,,,,
fra_younger_beret_base,hat,,15,0,hat,,,,,younger,,,,,,,,,
fra_clark_beret_base,hat,,15,0,hat,,,,,clark,,,,,,,,,
fra_tab_beret_base,hat,,15,0,hat,,,,,tab,,,,,,,,,
fra_mano_beret_base,hat,,15,0,hat,,,,,mano,,,,,,,,,
fra_joyce_beret_base,hat,,15,0,hat,,,,,joyce,,,,,,,,,
fra_silva_beret_base,hat,,15,0,hat,,,,,silva,,,,,,,,,
fra_starcher_beret_base,hat,,15,0,hat,,,,,starcher,,,,,,,,,
fra_elliot_beret_base,hat,,15,0,hat,,,,,elliot,,,,,,,,,
fra_alfakey_beret_base,hat,,15,0,hat,,,,,alfakey,,,,,,,,,
fra_nguyen_beret_base,hat,,15,0,hat,,,,,nguyen,,,,,,,,,
fra_silva_m26helm_base,hat,,16,0,hat,,,,,female,,,,,,,,,
fra_king_m26helm_base,hat,,16,0,hat,,,,,!female,,,,,,,,,
rus_king_navalcap_base,hat,,17,0,hat,,,,,king,,,,,,,,,
rus_habhab_navalcap_base,hat,,17,0,hat,,,,,habhab,,,,,,,,,
rus_younger_navalcap_base,hat,,17,0,hat,,,,,younger,,,,,,,,,
rus_silva_navalcap_base,hat,,17,0,hat,,,,,silva,,,,,,,,,
rus_starcher_navalcap_base,hat,,17,0,hat,,,,,starcher,,,,,,,,,
rus_clark_navalcap_base,hat,,17,0,hat,,,,,clark,,,,,,,,,
rus_tab_navalcap_base,hat,,17,0,hat,,,,,tab,,,,,,,,,
rus_mano_navalcap_base,hat,,17,0,hat,,,,,mano,,,,,,,,,
rus_joyce_navalcap_base,hat,,17,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_navalcap_base,hat,,17,0,hat,,,,,alfakey,,,,,,,,,
rus_gomez_navalcap_base,hat,,17,0,hat,,,,,nguyen,,,,,,,,,
rus_balthazar_navalcap_base,hat,,17,0,hat,,,,,elliot,,,,,,,,,
rus_younger_m35pilotka_base,hat,,18,0,hat,,,,,younger,,,,,,,,,
rus_king_m35pilotka_base,hat,,18,0,hat,,,,,king,,,,,,,,,
rus_silva_m35pilotka_base,hat,,18,0,hat,,,,,silva,,,,,,,,,
rus_habhab_m35pilotka_base,hat,,18,0,hat,,,,,habhab,,,,,,,,,
rus_starcher_m35pilotka_base,hat,,18,0,hat,,,,,starcher,,,,,,,,,
rus_clark_m35pilotka_base,hat,,18,0,hat,,,,,clark,,,,,,,,,
rus_tab_m35pilotka_base,hat,,18,0,hat,,,,,tab,,,,,,,,,
rus_mano_m35pilotka_base,hat,,18,0,hat,,,,,mano,,,,,,,,,
rus_gomez_m35pilotka_base,hat,,18,0,hat,,,,,nguyen,,,,,,,,,
rus_balthazar_m35pilotka_base,hat,,18,0,hat,,,,,elliot,,,,,,,,,
rus_joyce_m35pilotka_base,hat,,18,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_m35pilotka_base,hat,,18,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_ssh40_base,hat,,19,0,hat,,,,,silva,,,,,,,,,
rus_king_ssh40_base,hat,,19,0,hat,,,,,king,,,,,,,,,
rus_starcher_ssh40_base,hat,,19,0,hat,,,,,starcher,,,,,,,,,
rus_younger_ssh40_base,hat,,19,0,hat,,,,,younger,,,,,,,,,
rus_habhab_ssh40_base,hat,,19,0,hat,,,,,habhab,,,,,,,,,
rus_clark_ssh40_base,hat,,19,0,hat,,,,,clark,,,,,,,,,
rus_tab_ssh40_base,hat,,19,0,hat,,,,,tab,,,,,,,,,
rus_mano_ssh40_base,hat,,19,0,hat,,,,,mano,,,,,,,,,
rus_alfakey_ssh40_base,hat,,19,0,hat,,,,,alfakey,,,,,,,,,
rus_balthazar_ssh40_base,hat,,19,0,hat,,,,,elliot,,,,,,,,,
rus_gomez_ssh40_base,hat,,19,0,hat,,,,,nguyen,,,,,,,,,
rus_joyce_ssh40_base,hat,,19,0,hat,,,,,joyce,,,,,,,,,
rus_younger_ushanka_base,hat,,20,0,hat,,,,,younger,,,,,,,,,
rus_silva_ushanka_base,hat,,20,0,hat,,,,,silva,,,,,,,,,
rus_king_ushanka_base,hat,,20,0,hat,,,,,king,,,,,,,,,
rus_habhab_ushanka_base,hat,,20,0,hat,,,,,habhab,,,,,,,,,
rus_starcher_ushanka_base,hat,,20,0,hat,,,,,starcher,,,,,,,,,
rus_clark_ushanka_base,hat,,20,0,hat,,,,,clark,,,,,,,,,
rus_tab_ushanka_base,hat,,20,0,hat,,,,,tab,,,,,,,,,
rus_mano_ushanka_base,hat,,20,0,hat,,,,,mano,,,,,,,,,
rus_joyce_ushanka_base,hat,,20,0,hat,,,,,joyce,,,,,,,,,
rus_gomez_ushanka_base,hat,,20,0,hat,,,,,nguyen,,,,,,,,,
rus_alfakey_ushanka_base,hat,,20,0,hat,,,,,alfakey,,,,,,,,,
rus_balthazar_ushanka_base,hat,,20,0,hat,,,,,elliot,,,,,,,,,
usa_silva_m1covered_base,hat,,21,0,hat,,,,,female,,,,,,,,,
usa_king_m1covered_base,hat,,21,0,hat,,,,,!female,,,,,,,,,
pol_king_winhat_base,hat,,22,0,Hat,,,,,!female,,,,,,,,,
pol_silva_winhat_base,hat,,22,0,Hat,,,,,silva,,,,,,,,,
pol_elliot_winhat_base,hat,,22,0,Hat,,,,,elliot,,,,,,,,,
pol_elliot_winhat_base,hat,,22,0,Hat,,,,,starcher,,,,,,,,,
pol_silva_winhat_base,hat,,22,0,Hat,,,,,nguyen,,,,,,,,,
pol_silva_winhat_base,hat,,22,0,Hat,,,,,alfakey,,,,,,,,,
usa_m1helmet_king_winter_base,hat,,23,0,Hat,,,,,king,,,,,,,,,
usa_m1helmet_tab_winter_base,hat,,23,0,Hat,,,,,habhab,,,,,,,,,
usa_m1helmet_tab_winter_base,hat,,23,0,Hat,,,,,younger,,,,,,,,,
usa_m1helmet_tab_winter_base,hat,,23,0,Hat,,,,,clark,,,,,,,,,
usa_m1helmet_tab_winter_base,hat,,23,0,Hat,,,,,mano,,,,,,,,,
usa_m1helmet_tab_winter_base,hat,,23,0,Hat,,,,,joyce,,,,,,,,,
usa_m1helmet_tab_winter_base,hat,,23,0,Hat,,,,,tab,,,,,,,,,
usa_m1helmet_silva_winter_base,hat,,23,0,Hat,,,,,silva,,,,,,,,,
usa_m1helmet_gomez_winter_base,hat,,23,0,Hat,,,,,starcher,,,,,,,,,
usa_m1helmet_gomez_winter_base,hat,,23,0,Hat,,,,,nguyen,,,,,,,,,
usa_m1helmet_gomez_winter_base,hat,,23,0,Hat,,,,,alfakey,,,,,,,,,
usa_m1helmet_gomez_winter_base,hat,,23,0,Hat,,,,,elliot,,,,,,,,,
rus_king_winhat_base,hat,,24,0,Hat,,,,,king,,,,,,,,,
rus_younger_winhat_base,hat,,24,0,Hat,,,,,younger,,,,,,,,,
rus_silva_winhat_base,hat,,24,0,Hat,,,,,silva,,,,,,,,,
rus_starcher_winhat_base,hat,,24,0,Hat,,,,,starcher,,,,,,,,,
rus_clark_winhat_base,hat,,24,0,Hat,,,,,clark,,,,,,,,,
rus_joyce_winhat_base,hat,,24,0,Hat,,,,,joyce,,,,,,,,,
rus_balthazar_winhat_base,hat,,24,0,Hat,,,,,elliot,,,,,,,,,
rus_gomez_winhat_base,hat,,24,0,Hat,,,,,nguyen,,,,,,,,,
rus_habhab_winhat_base,hat,,24,0,Hat,,,,,habhab,,,,,,,,,
rus_mano_winhat_base,hat,,24,0,Hat,,,,,mano,,,,,,,,,
rus_alfakey_winhat_base,hat,,24,0,Hat,,,,,alfakey,,,,,,,,,
rus_tab_winhat_base,hat,,24,0,Hat,,,,,tab,,,,,,,,,
eng_younger_brodiewinter_base,hat,,25,0,Hat,,,,,younger,,,,,,,,,
eng_silva_brodiewinter_base,hat,,25,0,Hat,,,,,silva,,,,,,,,,
eng_king_brodiewinter_base,hat,,25,0,Hat,,,,,king,,,,,,,,,
eng_habhab_brodiewinter_base,hat,,25,0,Hat,,,,,habhab,,,,,,,,,
eng_starcher_brodiewinter_base,hat,,25,0,Hat,,,,,starcher,,,,,,,,,
eng_clark_brodiewinter_base,hat,,25,0,Hat,,,,,clark,,,,,,,,,
eng_mano_brodiewinter_base,hat,,25,0,Hat,,,,,mano,,,,,,,,,
eng_elliot_brodiewinter_base,hat,,25,0,Hat,,,,,elliot,,,,,,,,,
eng_nguyen_brodiewinter_base,hat,,25,0,Hat,,,,,nguyen,,,,,,,,,
eng_alfakey_brodiewinter_base,hat,,25,0,Hat,,,,,alfakey,,,,,,,,,
eng_tab_brodiewinter_base,hat,,25,0,Hat,,,,,tab,,,,,,,,,
eng_joyce_brodiewinter_base,hat,,25,0,Hat,,,,,joyce,,,,,,,,,
eng_king_rafhelmet_base,hat,,26,0,Hat,,,,,king,,,,,,,,,
eng_tab_rafhelmet_base,hat,,26,0,Hat,,,,,tab,,,,,,,,,
eng_habhab_rafhelmet_base,hat,,26,0,Hat,,,,,habhab,,,,,,,,,
eng_clark_rafhelmet_base,hat,,26,0,Hat,,,,,clark,,,,,,,,,
eng_silva_rafhelmet_base,hat,,26,0,Hat,,,,,silva,,,,,,,,,
eng_starcher_rafhelmet_base,hat,,26,0,Hat,,,,,starcher,,,,,,,,,
eng_balthazar_rafhelmet_base,hat,,26,0,Hat,,,,,elliot,,,,,,,,,
eng_alfakey_rafhelmet_base,hat,,26,0,Hat,,,,,alfakey,,,,,,,,,
eng_younger_rafhelmet_base,hat,,26,0,Hat,,,,,younger,,,,,,,,,
eng_mano_rafhelmet_base,hat,,26,0,Hat,,,,,mano,,,,,,,,,
