a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,
752,AEC_CONTRACT,contract_ch_ptrs,AEC_CONTRACT_PTRS_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,50,AEC_UNIT_SNIPER_KILLS,3600,0x500009a,,,,,,,,,,
753,AEC_DAILY,daily_ch_1p_uniform,AEC_SPECIAL_1P_UNIFORM_TITLE,AEC_CONTRACT_PLAY_TDM_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_UNDEAD_UNIFORM_BRIBE,weapon_bribe,,0x800179,,,,,
754,AEC_DAILY,daily_ch_1p_uniform_2,AEC_SPECIAL_1P_UNIFORM_TITLE,AEC_CONTRACT_PLAY_DOM_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_UNDEAD_UNIFORM_BRIBE,weapon_bribe,0x800179,0x80017A,,,,,
755,AEC_DAILY,daily_ch_1p_helmet,AEC_SPECIAL_1P_HELMET_TITLE,AEC_CONTRACT_PLAY_HARDCORE_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REARD_UNDEAD_HELMET_BRIBE,weapon_bribe,0x80017A,0x80017B,,,,,
756,AEC_DAILY,daily_ch_1p_weapon,AEC_SPECIAL_1P_WEAPON_TITLE,AEC_CONTRACT_PLAY_WAR_DESC,,,,15,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_UNDEAD_WEAPON_BRIBE,weapon_bribe,0x80017B,,,,,,
768,AEC_CONTRACT,contract_ch_moon_mountain,AEC_CONTRACT_MOON_MOUNTAIN_TITLE,AEC_CONTRACT_MOON_MOUNTAIN_DESC,,,,1,,,0x500009b,,AEC_REWARD_MOON_MOUNTAIN,s2_loot_type_uniform,,0x8001B9,,,,,
769,AEC_CONTRACT,contract_ch_moon_hunter,AEC_CONTRACT_MOON_HUNTER_TITLE,AEC_CONTRACT_MOON_HUNTER_DESC,,,,500,ZOMBIES_OC_UNIT_KILLS_GENERIC,,0x500009c,,AEC_REWARD_MOON_HUNTER,s2_loot_type_uniform,0x8001B9,0x8001BA,,,,,
770,AEC_CONTRACT,contract_ch_moon_survivor,AEC_CONTRACT_MOON_SURVIVOR_TITLE,AEC_CONTRACT_MOON_SURVIVOR_DESC,,,,20,ZOMBIES_OC_UNIT_PURCHASES_DOORS,,0x500009d,,AEC_REWARD_MOON_SURVIVOR,s2_loot_type_uniform,0x8001BA,0x8001BB,,,,,
771,AEC_CONTRACT,contract_ch_moon_slayer,AEC_CONTRACT_MOON_SLAYER_TITLE,AEC_CONTRACT_MOON_SLAYER_DESC,,,,1,,,0x500009e,,AEC_REWARD_MOON_SLAYER,s2_loot_type_uniform,0x8001BB,,,,,,
788,AEC_DAILY,daily_ch_cav_cc,AEC_DAILY_CAV_CC_TITLE,AEC_DAILY_CAV_CC_DESC,,,,10,AEC_UNIT_CC,,,,,,,,,,,,
789,AEC_DAILY,daily_ch_riot_kills,AEC_DAILY_RIOT_KILLS_TITLE,AEC_DAILY_RIOT_KILLS_DESC,,,,15,AEC_UNIT_RIOT_KILLS,,,,,,,,,,,,
790,AEC_DAILY,daily_ch_cav_caps,AEC_DAILY_CAV_CAPS_TITLE,AEC_DAILY_CAV_CAPS_DESC,,,,15,AEC_UNIT_POINTS_CAPTURED,,,,,,,,,,,,
791,AEC_DAILY,daily_ch_cav_buildables,AEC_DAILY_CAV_BUILDABLES_TITLE,AEC_DAILY_CAV_BUILDABLES_DESC,,,,10,AEC_UNIT_WALLS_BUILT_OR_DESTROYED,,,,,,,,,,,,
792,AEC_DAILY,daily_ch_deflect,AEC_DAILY_DEFLECT_TITLE,AEC_DAILY_DEFLECT_DESC,,,,1,,,,,,,,,,,,,
793,AEC_DAILY,daily_ch_kill_cav,AEC_DAILY_KILL_CAV_TITLE,AEC_DAILY_KILL_CAV_DESC,,,,25,AEC_UNIT_KILLS,,,,,,,,,,,,
794,AEC_DAILY,daily_ch_destroy_streaks,AEC_DAILY_DESTROY_STREAKS_TITLE,AEC_DAILY_DESTROY_STREAKS_DESC,,,,5,AEC_UNIT_SCORESTREAKS_DESTROYED,,,,,,,,,,,,
795,AEC_WEEKLY,weekly_ch_cav_assists,AEC_WEEKLY_CAV_ASSISTS_TITLE,AEC_WEEKLY_CAV_ASSISTS_DESC,,,,50,AEC_UNIT_ASSISTS,,,,,,,,,,,,
796,AEC_WEEKLY,weekly_ch_cav_kills,AEC_WEEKLY_CAV_KILLS_TITLE,AEC_WEEKLY_CAV_KILLS_DESC,,,,300,AEC_UNIT_KILLS,,,,,,,,,,,,
798,AEC_WEEKLY,weekly_ch_cav_streaks,AEC_WEEKLY_CAV_STREAKS_TITLE,AEC_WEEKLY_CAV_STREAKS_DESC,,,,30,AEC_UNIT_SCORESTREAKS_CALLED,,,,,,,,,,,,
799,AEC_WEEKLY,weekly_ch_wanderlust_kills,AEC_WEEKLY_WANDERLUST_KILLS_TITLE,CHALLENGE_DLC3_TRAINING_WANDERLUST_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,,,,,
800,AEC_CONTRACT,contract_ch_collect_tags,AEC_CONTRACT_COLLECT_TAGS_TITLE,AEC_CONTRACT_COLLECT_TAGS_DESC,,,,15,AEC_UNIT_TAGS_COLLECTED,1800,0x50000A4,,,,,,,,,,
801,AEC_CONTRACT,contract_ch_cav_caps,AEC_CONTRACT_CAV_CAPS_TITLE,AEC_DAILY_CAV_CAPS_DESC,,,,10,AEC_UNIT_POINTS_CAPTURED,2400,0x50000A5,,,,,,,,,,
802,AEC_CONTRACT,contract_ch_kills_on_hp,AEC_CONTRACT_KILLS_ON_HP_TITLE,AEC_CONTRACT_KILLS_ON_HP_DESC,,,,20,AEC_UNIT_KILLS_ON_HP,2700,0x50000A6,,,,,,,,,,
803,AEC_DAILY,daily_ch_bribe_mtx6,AEC_DAILY_BRIBE_MTX6_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
804,AEC_DAILY,daily_ch_infantry_bribe2,AEC_SPECIAL_INFANTRY_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
805,AEC_SPECIAL,special_ch_weapon_bribe,AEC_HEROIC_WEAPON_BRIBE_ORDER_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,65,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
806,AEC_SPECIAL,special_ch_heroic_uniform_mtx6,AEC_SPECIAL_HEROIC_UNIFORM_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,40,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
807,AEC_SPECIAL,special_ch_sniper_bribe,AEC_SPECIAL_SNIPER_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
808,AEC_DAILY,daily_ch_armored_bribe,AEC_DAILY_ARMORED_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
809,AEC_SPECIAL,special_ch_rifle_bribe,AEC_SPECIAL_RIFLE_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
810,AEC_SPECIAL,special_ch_gerneric_1,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
811,AEC_SPECIAL,special_ch_gerneric_2,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
812,AEC_SPECIAL,special_ch_gerneric_3,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
813,AEC_SPECIAL,special_ch_gerneric_4,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
814,AEC_SPECIAL,special_ch_gerneric_5,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
815,AEC_DAILY,daily_ch_generic_1,AEC_DAILY_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
816,AEC_DAILY,daily_ch_generic_2,AEC_DAILY_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
817,AEC_DAILY,daily_ch_generic_3,AEC_DAILY_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
818,AEC_DAILY,daily_ch_generic_4,AEC_DAILY_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
819,AEC_DAILY,daily_ch_generic_5,AEC_DAILY_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
820,AEC_DAILY,daily_ch_1psku_mtx6_uniform,AEC_DAILY_1PSKU_MTX6_UNIFORM_TITLE,AEC_CONTRACT_PLAY_TDM_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX6_UNIFORM_BRIBE,weapon_bribe,,0x8001BC,,,,,
821,AEC_DAILY,daily_ch_1psku_mtx6_weapon,AEC_DAILY_1PSKU_MTX6_WEAPON_TITLE,AEC_CONTRACT_PLAY_DOM_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX6_WEAPON_BRIBE,weapon_bribe,0x8001BC,0x8001BD,,,,,
822,AEC_DAILY,daily_ch_1psku_mtx6_helmet,AEC_DAILY_1PSKU_MTX6_HELMET_TITLE,AEC_CONTRACT_PLAY_HARDCORE_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX6_HELMET_BRIBE,weapon_bribe,0x8001BD,0x8001BE,,,,,
823,AEC_DAILY,daily_ch_1psku_mtx6_uniform2,AEC_DAILY_1PSKU_MTX6_UNIFORM_TITLE,AEC_CONTRACT_PLAY_WAR_DESC,,,,15,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX6_UNIFORM_BRIBE,weapon_bribe,0x8001BE,0x8001BF,,,,,
824,AEC_DAILY,daily_ch_kills_1pchain,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,0x8001BF,,,,,,
831,AEC_DAILY,daily_ch_bribe_mtx7,AEC_DAILY_BRIBE_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
832,AEC_SPECIAL,special_ch_shotgun_mtx7,AEC_SPECIAL_SHOTGUN_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
833,AEC_SPECIAL,special_ch_snipe_uniform_mtx7,AEC_SPECIAL_SNIPE_UNIFORM_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,70,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX7_SNIPER_UNIFORM_BRIBE,weapon_bribe,,,,,,,
834,AEC_SPECIAL,special_ch_weapon_mtx7,AEC_SPECIAL_WEAPON_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
835,AEC_DAILY,daily_ch_airborne_mtx7,AEC_SPECIAL_AIRBORNE_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
836,AEC_SPECIAL,special_ch_cavalry_mtx7,AEC_SPECIAL_CAVALRY_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
837,AEC_DAILY,daily_ch_smg_mtx7,AEC_SPECIAL_SMG_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
838,AEC_SPECIAL,special_ch_lmg_mtx7,AEC_SPECIAL_LMG_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
839,AEC_DAILY,daily_ch_heroic_uni_mtx7,AEC_DAILY_HEROIC_UNI_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,45,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
840,AEC_DAILY,daily_ch_weap_mtx7,AEC_SPECIAL_WEAPON_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
841,AEC_SPECIAL,special_ch_summer_uniform_mtx7,AEC_SPECIAL_SUMMER_UNIFORM_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
842,AEC_DAILY,daily_ch_1psku_summer_weapon,AEC_DAILY_1PSKU_SUMMER_WEAPON_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX7_WEAPON,weapon_bribe,,0x8001EC,,,,,
843,AEC_DAILY,daily_ch_1psku_summer_uniform,AEC_SPECIAL_SUMMER_UNIFORM_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX7_UNIFORM,weapon_bribe,0x8001EC,0x8001ED,,,,,
844,AEC_DAILY,daily_ch_1psku_summer_helmet,AEC_DAILY_1PSKU_SUMMER_HELMET_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX7_HELMET,weapon_bribe,0x8001ED,0x8001EE,,,,,
845,AEC_DAILY,daily_ch_1psku_summer_uniform2,AEC_SPECIAL_SUMMER_UNIFORM_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_MTX7_UNIFORM,weapon_bribe,0x8001EE,0x8001EF,,,,,
846,AEC_DAILY,daily_ch_summer_chain,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,75,AEC_UNIT_KILLS,,,,,,0x8001EF,,,,,,
847,AEC_CONTRACT,contract_ch_avs,AEC_CONTRACT_AVS_TITLE,AEC_WEEKLY_OLD_CAPTAIN_DESC,,,,75,AEC_UNIT_ASSAULT_RIFLE_KILLS,4500,0x50000A7,,,,,,,,,,
848,AEC_CONTRACT,contract_ch_zk,AEC_CONTRACT_ZK_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,30,AEC_UNIT_HIPFIRE_KILLS,3600,0x50000A8,,,,,,,,,,
849,AEC_CONTRACT,contract_ch_delisle,AEC_CONTRACT_DELISLE_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,50,AEC_UNIT_SNIPER_KILLS,3600,0x50000A9,,,,,,,,,,
850,AEC_CONTRACT,contract_ch_ribeyrolls,AEC_CONTRACT_RIBEYROLLS_TITLE,AEC_HEADSHOTS_SMG_DESC,,,,15,AEC_UNIT_HEADSHOTS,5100,0x50000AA,,,,,,,,,,
851,AEC_CONTRACT,contract_ch_3line,AEC_CONTRACT_3LINE_TITLE,AEC_DAILY_SNIPER_HEADSHOTS_DESC,,,,10,AEC_UNIT_HEADSHOTS,4800,0x50000AB,,,,,,,,,,
852,AEC_CONTRACT,contract_ch_automaton,AEC_CONTRACT_AUTOMATON_TITLE,AEC_DAILY_CROUCH_PRONE_DESC,,,,50,AEC_UNIT_KILLS,6000,0x50000AC,,,,,,,,,,
853,AEC_CONTRACT,contract_ch_ironcurtain,AEC_CONTRACT_IRONCURTAIN_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,225,AEC_UNIT_SMG_KILLS,10800,0x50000AD,,,,,,,,,,
854,AEC_DAILY,daily_ch_champs_ps4,AEC_DAILY_CHAMPS_CONSOLE_TITLE,AEC_DAILY_CHAMPS_CONSOLE_DESC,,,,1,,,,,,,,,,,,,
855,AEC_DAILY,daily_ch_champs_pcxbone,AEC_DAILY_HUB_TARGETS_TITLE,AEC_DAILY_HUB_TARGETS_DESC,,,,1,,,,,,,,,,,,,
867,AEC_SPECIAL,special_ch_smg_uni_mtx7,AEC_DAILY_SMG_UNI_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,85,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_DAILY_SMG_UNI_MTX7_REWARD,weapon_bribe,,,,,,,
868,AEC_SPECIAL,special_ch_aruniform_mtx8,AEC_SPECIAL_ARUNIFORM_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,85,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_ARUNIFORM_MTX8_REWARD,weapon_bribe,,,,,,,
869,AEC_DAILY,daily_ch_bribe_mtx8,AEC_DAILY_BRIBE_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
870,AEC_SPECIAL,special_ch_shotgun_mtx8,AEC_SPECIAL_SHOTGUN_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
871,AEC_DAILY,daily_ch_commando_mtx8,AEC_DAILY_COMMANDO_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
872,AEC_SPECIAL,special_ch_weapsmg_mtx8,AEC_SPECIAL_WEAPSMG_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_WEAPSMG_MTX8_REWARD,weapon_bribe,,,,,,,
873,AEC_SPECIAL,special_ch_mountain1_mtx8,AEC_SPECIAL_MOUNTAIN1_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_MOUNTAIN1_MTX8_REWARD,weapon_bribe,,0x800215,,,,,
874,AEC_SPECIAL,special_ch_mountain2_mtx8,AEC_SPECIAL_MOUNTAIN1_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_MOUNTAIN1_MTX8_REWARD,weapon_bribe,0x800215,,,,,,
875,AEC_SPECIAL,special_ch_mountain3_mtx8,AEC_SPECIAL_MOUNTAIN1_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_MOUNTAIN1_MTX8_REWARD,weapon_bribe,,0x800216,,,,,
876,AEC_SPECIAL,special_ch_mountain4_mtx8,AEC_SPECIAL_MOUNTAIN1_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_MOUNTAIN1_MTX8_REWARD,weapon_bribe,0x800216,,,,,,
877,AEC_DAILY,daily_ch_smg_mtx8,AEC_DAILY_SMG_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
878,AEC_SPECIAL,special_ch_weapsniper_mtx8,AEC_SPECIAL_WEAPSNIPER_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,75,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_WEAPSNIPER_MTX8_REWARD,weapon_bribe,,,,,,,
879,AEC_CONTRACT,contract_ch_vmg,AEC_CONTRACT_VMG_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,10,AEC_UNIT_LMG_HEADSHOT_KILLS,4800,0x50000AE,,,,,,,,,,
880,AEC_CONTRACT,contract_ch_tokyo,AEC_CONTRACT_TOKYO_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,200,AEC_UNIT_SMG_KILLS,10800,0x50000AF,,,,,,,,,,
881,AEC_DAILY,daily_ch_shamrock_mtx7,AEC_DAILY_SHAMROCK_MTX7_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
924,AEC_DAILY,daily_ch_blitz_mtx8,AEC_BLITZ_BRIBE_ORDER_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
925,AEC_DAILY,daily_ch_bribe_mtx9,AEC_DAILY_BRIBE_MTX9_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
926,AEC_SPECIAL,special_ch_5weap_mtx9,AEC_SPECIAL_WEPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_5WEAPONBRIBES,weapon_bribe,,,,,,,
927,AEC_DAILY,daily_ch_ar_bribe_mtx9,AEC_SPECIAL_RIFLE_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
928,AEC_SPECIAL,special_ch_5sdbribes_mtx9,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_5PREMIUMBRIBES,weapon_bribe,,,,,,,
929,AEC_DAILY,daily_ch_heroic_snipe_mtx9,AEC_SPECIAL_WEAPSNIPER_MTX8_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,70,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_WEAPSNIPER_MTX8_REWARD,weapon_bribe,,,,,,,
930,AEC_SPECIAL,special_ch_5weap2_mtx9,AEC_SPECIAL_WEPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_5WEAPONBRIBES,weapon_bribe,,,,,,,
931,AEC_DAILY,daily_ch_undead_mtx9,AEC_DAILY_UNDEAD_MTX9_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
932,AEC_DAILY,daily_ch_heroic_shot_mtx9,AEC_DAILY_HEROIC_SHOT_MTX9_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,70,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_SHOTGUN_HEROICUNIFORM,weapon_bribe,,,,,,,
933,AEC_SPECIAL,special_ch_5sdbribes2_mtx9,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_5PREMIUMBRIBES,weapon_bribe,,,,,,,
934,AEC_SPECIAL,special_ch_heroic_ar_mtx9,AEC_SPECIAL_HEROIC_AR_MTX9_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,70,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_RIFLE_HEROICWEAPON,weapon_bribe,,,,,,,
935,AEC_CONTRACT,contract_ch_crossbow,AEC_CONTRACT_CROSSBOW_TITLE,AEC_THROWING_KNIFE_KILLS_DESC,,,,5,AEC_UNIT_THROWING_KNIFE_KILLS,3600,0x50000B0,,,,,,,,,,
936,AEC_CONTRACT,contract_ch_emp,AEC_CONTRACT_EMP_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,30,AEC_UNIT_HIPFIRE_KILLS,3600,0x50000B1,,,,,,,,,,
937,AEC_CONTRACT,contract_ch_charlton,AEC_CONTRACT_CHARLTON_TITLE,AEC_CONTRACT_ADS_KILLS,,,,45,AEC_UNIT_ADS_KILLS,3600,0x50000B2,,,,,,,,,,
938,AEC_CONTRACT,contract_ch_sdk,AEC_CONTRACT_SDK_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,50,AEC_UNIT_SNIPER_KILLS,3600,0x50000B3,,,,,,,,,,
939,AEC_CONTRACT,contract_ch_sledge,AEC_CONTRACT_SLEDGE_TITLE,AEC_CONTRACT_SLEDGE_DESC,,,,10,AEC_UNIT_MELEE_WEAPON_KILLS,1800,0x50000B4,,,,,,,,,,
940,AEC_DAILY,daily_ch_ab_tdmkills,AEC_DAILY_AB_TDMKILLS_TITLE,AEC_CONTRACT_TDM_KILLS_DESC,,,,60,AEC_UNIT_KILLS,,,,,,,,,,,,
941,AEC_DAILY,daily_ch_ab_tdmwins,AEC_DAILY_TDM_WINS_TITLE,AEC_DAILY_AB_TDMWINS_DESC,,,,3,AEC_UNIT_WINS,,,,,,,,,,,,
942,AEC_DAILY,daily_ch_ab_tdmhead,AEC_DAILY_AB_TDMHEAD_TITLE,AEC_CONTRACT_TDM_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
943,AEC_WEEKLY,weekly_ch_ab_tdmkills,AEC_DAILY_TDM_FIRST_TITLE,AEC_CONTRACT_TDM_KILLS_DESC,,,,350,AEC_UNIT_KILLS,,,,,,,,,,,,
944,AEC_DAILY,daily_ch_ab_domkills,AEC_WEEKLY_DOM_KILLS_TITLE,AEC_WEEKLY_DOM_KILLS_DESC,,,,70,AEC_UNIT_KILLS,,,,,,,,,,,,
945,AEC_DAILY,daily_ch_ab_domwins,AEC_DAILY_DOM_WINS_TITLE,AEC_DAILY_AB_DOMWINS_DESC,,,,2,AEC_UNIT_WINS,,,,,,,,,,,,
946,AEC_DAILY,daily_ch_ab_domcaps,AEC_DAILY_DOM_CAP6_TITLE,AEC_DAILY_AB_DOMCAPS_DESC,,,,12,AEC_UNIT_DOMINATION_POINTS_CAPTURED,,,,,,,,,,,,
947,AEC_WEEKLY,weekly_ch_ab_domkills,AEC_DAILY_DOM_FIRST_TITLE,AEC_WEEKLY_DOM_KILLS_DESC,,,,400,AEC_UNIT_KILLS,,,,,,,,,,,,
948,AEC_DAILY,daily_ch_ab_warkills,AEC_DAILY_WAR_KILLS_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,45,AEC_UNIT_KILLS,,,,,,,,,,,,
949,AEC_DAILY,daily_ch_ab_warwins,AEC_DAILY_WAR_WINS_TITLE,AEC_DAILY_AB_WARWINS_DESC,,,,1,AEC_UNIT_WINS,,,,,,,,,,,,
950,AEC_DAILY,daily_ch_ab_warbuild,AEC_DAILY_WAR_BUILD_TURRETS_TITLE,AEC_DAILY_WAR_WALLS_DESC,,,,10,AEC_UNIT_WAR_ITEMS_BUILT,,,,,,,,,,,,
