a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,
508,mstr,27935050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,27993500,,,,,,509,509,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
509,mstr,27993500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28051950,,,,,,510,510,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
510,mstr,28051950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28110400,,,,,,511,511,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
511,mstr,28110400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28168850,,,,,,512,512,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
512,mstr,28168850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28227300,,,,,,513,513,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
513,mstr,28227300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28285750,,,,,,514,514,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
514,mstr,28285750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28344200,,,,,,515,515,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
515,mstr,28344200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28402650,,,,,,516,516,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
516,mstr,28402650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28461100,,,,,,517,517,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
517,mstr,28461100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28519550,,,,,,518,518,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
518,mstr,28519550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28578000,,,,,,519,519,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
519,mstr,28578000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28636450,,,,,,520,520,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
520,mstr,28636450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28694900,,,,,,521,521,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
521,mstr,28694900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28753350,,,,,,522,522,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
522,mstr,28753350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28811800,,,,,,523,523,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
523,mstr,28811800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28870250,,,,,,524,524,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
524,mstr,28870250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28928700,,,,,,525,525,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
525,mstr,28928700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,28987150,,,,,,526,526,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
526,mstr,28987150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29045600,,,,,,527,527,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
527,mstr,29045600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29104050,,,,,,528,528,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
528,mstr,29104050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29162500,,,,,,529,529,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
529,mstr,29162500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29220950,,,,,,530,530,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
530,mstr,29220950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29279400,,,,,,531,531,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
531,mstr,29279400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29337850,,,,,,532,532,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
532,mstr,29337850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29396300,,,,,,533,533,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
533,mstr,29396300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29454750,,,,,,534,534,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
534,mstr,29454750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29513200,,,,,,535,535,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
535,mstr,29513200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29571650,,,,,,536,536,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
536,mstr,29571650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29630100,,,,,,537,537,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
537,mstr,29630100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29688550,,,,,,538,538,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
538,mstr,29688550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29747000,,,,,,539,539,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
539,mstr,29747000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29805450,,,,,,540,540,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
540,mstr,29805450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29863900,,,,,,541,541,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
541,mstr,29863900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29922350,,,,,,542,542,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
542,mstr,29922350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,29980800,,,,,,543,543,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
543,mstr,29980800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30039250,,,,,,544,544,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
544,mstr,30039250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30097700,,,,,,545,545,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
545,mstr,30097700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30156150,,,,,,546,546,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
546,mstr,30156150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30214600,,,,,,547,547,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
547,mstr,30214600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30273050,,,,,,548,548,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
548,mstr,30273050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30331500,,,,,,549,549,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
549,mstr,30331500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30389950,,,,,,550,550,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
550,mstr,30389950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30448400,,,,,,551,551,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
551,mstr,30448400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30506850,,,,,,552,552,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
552,mstr,30506850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30565300,,,,,,553,553,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
553,mstr,30565300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30623750,,,,,,554,554,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
554,mstr,30623750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30682200,,,,,,555,555,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
555,mstr,30682200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30740650,,,,,,556,556,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
556,mstr,30740650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30799100,,,,,,557,557,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
557,mstr,30799100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30857550,,,,,,558,558,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
558,mstr,30857550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30916000,,,,,,559,559,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
559,mstr,30916000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,30974450,,,,,,560,560,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
560,mstr,30974450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31032900,,,,,,561,561,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
561,mstr,31032900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31091350,,,,,,562,562,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
562,mstr,31091350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31149800,,,,,,563,563,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
563,mstr,31149800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31208250,,,,,,564,564,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
564,mstr,31208250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31266700,,,,,,565,565,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
565,mstr,31266700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31325150,,,,,,566,566,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
566,mstr,31325150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31383600,,,,,,567,567,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
567,mstr,31383600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31442050,,,,,,568,568,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
568,mstr,31442050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31500500,,,,,,569,569,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
569,mstr,31500500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31558950,,,,,,570,570,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
570,mstr,31558950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31617400,,,,,,571,571,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
571,mstr,31617400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31675850,,,,,,572,572,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
572,mstr,31675850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31734300,,,,,,573,573,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
573,mstr,31734300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31792750,,,,,,574,574,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
574,mstr,31792750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31851200,,,,,,575,575,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
575,mstr,31851200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31909650,,,,,,576,576,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
576,mstr,31909650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,31968100,,,,,,577,577,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
577,mstr,31968100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32026550,,,,,,578,578,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
578,mstr,32026550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32085000,,,,,,579,579,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
579,mstr,32085000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32143450,,,,,,580,580,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
580,mstr,32143450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32201900,,,,,,581,581,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
581,mstr,32201900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32260350,,,,,,582,582,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
582,mstr,32260350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32318800,,,,,,583,583,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
583,mstr,32318800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32377250,,,,,,584,584,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
584,mstr,32377250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32435700,,,,,,585,585,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
585,mstr,32435700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32494150,,,,,,586,586,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
586,mstr,32494150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32552600,,,,,,587,587,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
587,mstr,32552600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32611050,,,,,,588,588,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
588,mstr,32611050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32669500,,,,,,589,589,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
589,mstr,32669500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32727950,,,,,,590,590,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
590,mstr,32727950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32786400,,,,,,591,591,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
591,mstr,32786400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32844850,,,,,,592,592,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
592,mstr,32844850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32903300,,,,,,593,593,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
593,mstr,32903300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,32961750,,,,,,594,594,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
594,mstr,32961750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33020200,,,,,,595,595,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
595,mstr,33020200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33078650,,,,,,596,596,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
596,mstr,33078650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33137100,,,,,,597,597,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
597,mstr,33137100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33195550,,,,,,598,598,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
598,mstr,33195550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33254000,,,,,,599,599,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
599,mstr,33254000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33312450,,,,,,600,600,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
600,mstr,33312450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33370900,,,,,,601,601,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
601,mstr,33370900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33429350,,,,,,602,602,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
602,mstr,33429350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33487800,,,,,,603,603,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
603,mstr,33487800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33546250,,,,,,604,604,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
604,mstr,33546250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33604700,,,,,,605,605,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
605,mstr,33604700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33663150,,,,,,606,606,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
606,mstr,33663150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33721600,,,,,,607,607,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
607,mstr,33721600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33780050,,,,,,608,608,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
608,mstr,33780050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33838500,,,,,,609,609,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
609,mstr,33838500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33896950,,,,,,610,610,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
610,mstr,33896950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,33955400,,,,,,611,611,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
611,mstr,33955400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34013850,,,,,,612,612,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
612,mstr,34013850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34072300,,,,,,613,613,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
613,mstr,34072300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34130750,,,,,,614,614,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
614,mstr,34130750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34189200,,,,,,615,615,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
615,mstr,34189200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34247650,,,,,,616,616,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
616,mstr,34247650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34306100,,,,,,617,617,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
617,mstr,34306100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34364550,,,,,,618,618,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
618,mstr,34364550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34423000,,,,,,619,619,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
619,mstr,34423000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34481450,,,,,,620,620,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
620,mstr,34481450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34539900,,,,,,621,621,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
621,mstr,34539900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34598350,,,,,,622,622,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
622,mstr,34598350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34656800,,,,,,623,623,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
623,mstr,34656800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34715250,,,,,,624,624,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
624,mstr,34715250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34773700,,,,,,625,625,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
625,mstr,34773700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34832150,,,,,,626,626,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
626,mstr,34832150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34890600,,,,,,627,627,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
627,mstr,34890600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,34949050,,,,,,628,628,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
628,mstr,34949050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35007500,,,,,,629,629,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
629,mstr,35007500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35065950,,,,,,630,630,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
630,mstr,35065950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35124400,,,,,,631,631,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
631,mstr,35124400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35182850,,,,,,632,632,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
632,mstr,35182850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35241300,,,,,,633,633,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
633,mstr,35241300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35299750,,,,,,634,634,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
